course_id,lo_code,content_vn,content_en
LA1007,L.O.3.5,Có thể nghe được ý chính và các chi tiết bài nói về cuộc sống năng động của một nhà leo núi.,Can listen to a podcast about a mountain climber
LA1007,L.O.3.6,Có thể nghe được ý chính và các chi tiết bài nói về việc thông qua các việc làm cho người ta chú ý đến những vấn đề quan trọng trong cuộc sống bằng cách dám làm những điều phi thường,Can listen to the main points and details of a talk about the idea that sometimes we have to do extraordinary things to make people pay attention to important issues
LA1007,L.O.3.7,Có thể nghe được ý chính và các chi tiết bài nói về học nấu ăn trong trường học,Can listen to a podcast about cooking in schools
LA1007,L.O.3.8,"Có thể nghe được ý chính và các chi tiết bài nói về việc cắt giảm lượng thịt trong khẩu phần ăn, dù nhỏ, cũng có thể ảnh hưởng tốt đến môi trường toàn cầu",Can listen to the main points and details of a talk about the idea that cutting meat from our diet —even just part of the time—can have a powerful impact on the planet
LA1007,L.O.3.9,Có thể nghe được ý chính và các chi tiết bài nói về thế giới việc làm,Can listen to a podcast about the world of work
LA1007,L.O.3.10,Có thể nghe được ý chính và các chi tiết bài nói về tầm quan trọng của sớ yếu lý lịch khi đi xin việc,"Can listen to the main points and details of a talk about how our résumés tell employers about our experiences, determination, and ability to deal with life’s challenges"
LA1007,L.O.4.1,"Có thể đọc hiểu được ý chính, chi tiết và nêu quan điểm cá nhân về tại sao con người cười","Can read for gist, details and respond to an article on why people smile"
LA1007,L.O.4.2,"Có thể đọc hiểu được ý chính, chi tiết và nêu quan điểm cá nhân về các nhà thám hiểm thành phố","Can read for gist, details and respond to an article about urbexers"
LA1007,L.O.4.3,"Có thể đọc hiểu được ý chính, chi tiết và nêu quan điểm cá nhân về liệu thể thao có thể giúp bảo vệ loài sư tử ở Châu Phi không","Can read for gist, details and respond to an article about how sports can help protect Africa’s lion"
LA1007,L.O.4.4,"Có thể đọc hiểu được ý chính, chi tiết và nêu quan điểm cá nhân về làm thế nào thức ăn đường phố Phillipines ngon nhất thế giới.","Can read for gist, details and respond to an article about how the best street food in the world could be Filipino"
LA1007,L.O.4.5,"Có thể đọc hiểu được ý chính, chi tiết và nêu quan điểm cá nhân về sử dụng camera quan sát để giúp kéo giảm tội phạm hiệu quả","Can read for gist, details and respond to an article about how CCTV cameras can help combat real-life crime"
LA1007,L.O.5.1,Có thể sử dụng hỏi tiếp nối để giúp kéo dài bài hội thoại,Can ask follow-up questions
LA1007,L.O.5.2,Có thể hỏi và chỉ đường,Can ask for and giving directions.
LA1007,L.O.5.3,Có thể quan điểm đồng ý hay phản đối,Can express agreement and disagreement
LA1007,L.O.5.4,Có thể nói về ước mơ và mục tiêu tương lai,Can talk about hopes and goals
LA1007,L.O.5.5,Có thể nói trả lời các câu hỏi cơ bản nhất khi đi phỏng vấn,Can talk answer basic questions in a job interview
LA1007,L.O.6.1,Có thể viết một đoạn văn ngắn nhận xét về một cuốn sách hay một bộ phim,Can write a book or movie review
LA1007,L.O.6.2,Có thể viết một đoạn văn ngắn để kể về một chuyến đi,Can write a short story
LA1007,L.O.6.3,Có thể viết một bài luận ngắn để trình bày ý kiến,Can write an opinion essay
LA1007,L.O.6.4,Có thể viết một đoạn văn ngắn về các nhân để cập nhật lên trang mạng xã hội,Can write an update on social media
LA1007,L.O.6.5,Có thể viết một đơn xin việc đơn giản,Can write a cover letter
LA1009,L.O.1.1,Có thể sử dụng từ vựng liên quan để nói về cơ thể con người,Can use words for talking about human body
LA1009,L.O.1.2,Có thể sử dụng từ vựng liên quan đến chủ đề mua sắm và tiền bạc,Can use the collocations to talk about money and shopping
LA1009,L.O.1.3,"Có thể sử dụng từ vựng liên quan đến chủ đề giao tiếp, và tiếp đầu ngữ phủ định",Can use words for talking about communication and negative prefixes
LA1009,L.O.1.4,"Có thể sử dụng từ vựng liên quan đến chủ đề giải trí sáng tạo, và các cụm từ đi với make",Can use vocabulary for talking about creative arts and expressions with make
LA1009,L.O.1.5,Có thể sử dụng từ vựng liên quan đến chủ đề thời gian,Can use collocations for talking about time
LA1009,L.O.2.1,Có thể dùng Câu điều kiện loại 1 và 2,Can use Zero and first conditional
LA1009,L.O.2.2,Có thể dùng Câu bị động,Can use Passive voice
LA1009,L.O.2.3,Có thể dùng Câu tường thuật gián tiếp: câu kể và câu hỏi,Can use Reported speech – statements and questions
LA1009,L.O.2.4,Có thể dùng Mệnh đề quan hệ,Can use Defining relative clauses
LA1009,L.O.2.5,Có thể dùng Câu điều kiện loại 3,Can use Third conditional
LA1009,L.O.3.1,Có thể nghe được ý chính và các chi tiết bài phỏng vấn về cơ thể con người và bài thuyết trình của diễn giả về việc sử dụng xe lăn,Can listen to a radio show about the human body and watch a TED Talk about using the wheelchair
LA1009,L.O.3.2,Có thể nghe được ý chính và các chi tiết bài phỏng vấn về các hình thức mua sắm mới và bài thuyết trình của một diễn giả về việc sử dụng vi khuẩn tạo ra chất liệu may mặc,Can listen to three people talking about alternatives to normal shopping and watch a TED Talk about new materials for clothing
LA1009,L.O.3.3,Có thể nghe được ý chính và các chi tiết bài phỏng vấn về cách thức liên lạc từ Trạm không gian quốc tế và bài thuyết trình của một diễn giả về những yếu tố để có một cuộc trò chuyện hiệu quả,Can listen to a conversation about how Chris Hadfield communicated with Earth from the International Space Station and watch a TED Talk about 10 ways to have a better conversation
LA1009,L.O.3.4,Có thể nghe được ý chính và các chi tiết cuộc trò chuyện chia sẻ về các hình thức giải trí khác nhau và bài thuyết trình của một diễn giả về một chương trình truyền hình,Can listen to four conversations about different types of entertainment and watch a TED talk about one TV show
LA1009,L.O.3.5,Có thể nghe được ý chính và các chi tiết lời khuyên từ những người lớn tuổi và bài thuyết trình về lối suy nghĩ của người hay chần chừ,Can listen to eight older people offering advice and watch a TED talk about the mind of a procratinator
LA1009,L.O.4.1,"Có thể đọc hiểu được ý chính, chi tiết và phản hồi văn bản nói về thế giới sinh vật cơ khí hóa. Học tìm các ý khẳng định của tác giả",Can read and comprehend an article about a world of cyborgs. Learn about bold claims in a reading text
LA1009,L.O.4.2,"Có thể đọc hiểu được ý chính, chi tiết và phản hồi văn bản nói về việc không mua sắm đồ mới. Học cách hiểu ẩn ý của tác giả",Can read and comprehend an article about buying nothing for a year. Learn about reading between lines
LA1009,L.O.4.3,"Có thể đọc hiểu được ý chính, chi tiết và phản hồi văn bản nói về trải nghiệm giao tiếp xuyên văn hóa. Học cách sử dụng lối dẫn trực tiếp",Can listen to a conversation about how Chris Hadfield communicated with Earth from the International Space Station and watch a TED Talk about 10 ways to have a better conversation
LA1009,L.O.4.4,"Có thể đọc hiểu được ý chính, chi tiết và phản hồi văn bản nói về việc thu hút sự chú ý",Can read and comprehend an article about making a splash
LA1009,L.O.4.5,"Có thể đọc hiểu được ý chính, chi tiết và phản hồi văn bản nói về John Harrison – thợ làm đồng hồ. Học cách đưa ra kết luận",Can read and comprehend an article about John Harrison – the clockmaker who changed the world
LA1009,L.O.5.1,Có thể miêu tả một bức ảnh,Can describe a photo
LA1009,L.O.5.2,Có thể nói về mua sắm quần áo,Can talk about shopping for clothes
LA1009,L.O.5.3,Có thể thể hiện sự cảm thông,Can respond sympathetically
LA1009,L.O.5.4,Có thể đưa ra khuyến nghị,Can ask for and make recommendations
LA1009,L.O.5.5,Có thể giải thích nguyên nhân và lý do,Can explain causes and reasons
LA1009,L.O.6.1,Có thể viết một email cấu trúc thân mật để miêu tả người,Can write an informal email describing people
LA1009,L.O.6.2,Có thể viết một thông báo,Can write an announcement
LA1009,L.O.6.3,Có thể viết một email than phiền,Can write a complaint email
LA1009,L.O.6.4,Có thể viết một email miêu tả một địa điểm và văn hóa,Can write an email to describe a place and its culture
LA1009,L.O.6.5,Có thể viết một bài luận về thuận lợi và khó khăn,Can write a pro and con essay
CO1023,L.O.1.1,Mô tả về hệ thống số đếm và mã,Describe digital systems and code systems
CO1023,L.O.1.2,Mô tả về đại số Boole và các cổng luận lý,Describe Boolean algebra and logic gates.
CO1023,L.O.2.1,Phân tích và giải thích hoạt động của các mạch tổ hợp,Analyze and demonstrate the operation of basic combinational circuits
CO1023,L.O.2.2,Phân tích và giải thích hoạt động của các mạch tuần tự,Analyze and demonstrate the operation of basic sequential circuits
CO1023,L.O.3.1,Thiết kế và mô phỏng mạch tổ hợp đơn giản,Design basic combinational circuits
CO1023,L.O.3.2,Thiết kế và mô phỏng mạch tuần tự đơn giản,Design basic sequential circuits
CO1023,L.O.4.1,Lắp ráp mạch tổ hợp đơn giản,Assemble combinational circuits
CO1023,L.O.4.2,Lắp ráp mạch tuần tự đơn giản,Assemble sequential circuits
CO1023,L.O.5.1,"Sử dụng thành thạo các kit thí nghiệm, công cụ thí nghiệm, công cụ mô phỏng","Use given the Lab-Kits, Lab-Tools, simulation tools"
CO1023,L.O.5.2,Sử dụng thành thạo các IC số thông dụng,Use given various commonly used digital ICs
CO1027,L.O.1.1,Mã giả,Pseudocode
CO1027,L.O.1.2,Flowchart,Flowchart
CO1027,L.O.2.1,Khai báo và sử dụng hàm và đệ quy,Function and recursion
CO1027,L.O.2.2,"Khai báo và sử dụng mảng, chuỗi, và kiểu dữ liệu cấu trúc","Array, string, structured types"
CO1027,L.O.2.3,Khai báo và sử dụng con trỏ,Pointer
CO1027,L.O.2.4,Xây dựng các test-case cơ bản phục vụ kiểm thử,Propose test-cases for program testing
CO1027,L.O.3.1,Trình bày khái niệm về đối tượng,Understanding of basic object-oriented concepts
CO1027,L.O.3.2,"Trình bày được các khái niệm trong OOP như bao đóng, thừa kế,...","Understanding of the issues involved in effective class design such as encapsulation, inheritance, etc."
CO2003,L.O.1.1,Nêu định nghĩa về độ phức tạp “Big O” của giải thuật.,Give definition of Big-O notation.
CO2003,L.O.1.2,Xác định độ phức tạp của các giải thuật đơn giản có thời gian tính toán đa thức,Determine complexity of simple polynomial algorithms.
CO2003,L.O.2.1,"Nêu định nghĩa và biểu diễn được các cấu trúc dữ liệu cơ bản như: mảng, danh sách liên kết, chồng, hàng đợi, cây, đồ thị.","Describe and present basic data structures such as: array, linked list, stack, queue, tree, and graph."
CO2003,L.O.2.2,"Hiện thực được các phương thức cần thiết cho từng cấu trúc dữ liệu như: mảng, danh sách liên kết, chồng, hàng đợi, cây, đồ thị.","Implement basic methods for each of basic data structures: array, linked list, stack, queue, tree, and graph"
CO2003,L.O.3.1,"Minh họa được hoạt động của các giải thuật tìm kiếm trên cấu trúc dữ liệu như: mảng, danh sách liên kết, chồng, hàng đợi, cây, đồ thị.","Illustrate how searching algorithms work on data structures such as: array, linked list, stack, queue, tree, and graph"
CO2003,L.O.3.2,Minh họa được từng bước hoạt động của các giải thuật sắp xếp trên một danh sách.,Illustrate how sorting algorithms work on an array
CO2003,L.O.3.3,Hiện thực được các phương thức cần thiết và giải thuật đề xuất trên một cấu trúc dữ liệu cho sẵn để giải quyết bài toán,Implement necessary methods and proposed algorithms on a given data structure for problem solving.
CO2007,L.O.1.1,Tính toán được hiệu suất của máy,Calculate the machine's performance
CO2007,L.O.1.2,"Phân biệt được các tham số CPI, Clock cycles, và IC","Distinguish between CPI, Clock cycles, and IC . parameters"
CO2007,L.O.1.3,Trình bày được các benchmark dùng để đánh giá hiệu suất,Presents benchmarks used to evaluate performance
CO2007,L.O.2.1,"Giải thích được các lệnh số học, luận lý, rẽ nhánh và chuyển dữ liệu","Can interpret arithmetic, logic, branching, and data transfer instructions"
CO2007,L.O.2.2,Thông dịch được các lệnh hợp ngữ sang mã máy,Translating assembly language instructions into machine code
CO2007,L.O.2.3,Viết được một chương trình con đơn giản,Write a simple subroutine
CO2007,L.O.3.1,Trình bày được cơ chế xử lý các lệnh theo mô hình đơn chu kỳ,Describe the mechanism for processing instructions according to the single-cycle model
CO2007,L.O.3.2,Trình bày được cơ chế xử lý các lệnh theo mô hình xử lý ống,Presenting the mechanism for processing instructions according to the pipe processing model
CO2007,L.O.3.3,Nhận dạng được các rủi ro khi xử lý một đoạn chương trình với cơ chế xử lý ống,Identify the risks when handling a program segment with pipe handling
CO2007,L.O.4.1,Trình bày được nguyên tắc tổ chức bộ nhớ đệm theo các phương pháp khác nhau,Present the principle of organizing cache memory in different methods
CO2007,L.O.4.2,Tính toán được kích thước bộ nhớ đệm với các thông số và phương pháp tổ chức cụ thể,Calculating cache size with specific organization parameters and methods
CO2007,L.O.4.3,"Trình bày được mối quan hệ giữa các lớp bộ nhớ đệm, bộ nhớ chính và bộ nhớ thứ cấp","Describe the relationship between cache memory, main memory, and secondary memory"
CO2007,L.O.5.1,Viết chương trình đơn giản bằng hợp ngữ để tương tác với người sử dụng,Write a simple program in assembly language to interact with the user
CO2007,L.O.5.2,Viết chương trình đơn giản bằng hợp ngữ để hiện thực một giải thuật cơ bản,Write a simple program in assembly language to implement a basic algorithm
CO2013,L.O.1.1,"Giải thích được các khái niệm cơ bản: dữ liệu, cơ sở dữ liệu, hệ cơ sở dữ liệu, kiến trúc của hệ cơ sở dữ liệu và các thành phần của một hệ cơ sở dữ liệu","Explain basic concepts: data, database, database system, architecture of a database system and components of a database system"
CO2013,L.O.1.2,"Giải thích được mô hình dữ liệu quan hệ, đại số quan hệ, SQL","Explain the relational data model, relational algebra, and SQL"
CO2013,L.O.1.3,"Giải thích được các phương thức thiết kế cơ sở dữ liệu, mô hình thực thể mối liên kết, chuẩn hóa dữ liệu","Explain database design methodologies, entity relationship model, data normalization"
CO2013,L.O.1.4,Nêu ra được các ứng dụng của hệ cơ sở dữ liệu,Identify applications of database systems
CO2013,L.O.2.1,Thiết kế được lược đồ ý niệm dựa trên mô hình thực thể mối liên kết và các thể mở rộng của mô hình này thoả mãn các yêu cầu dữ liệu của một ứng dụng cơ sở dữ liệu cụ thể,Design a conceptual schema using the entity relationship model and its extended versions in such a way that data requirements of a given database application are satisfied.
CO2013,L.O.2.2,Phát triển được một lược đồ quan hệ từ lược đồ ý niệm đã được phát triển với mô hình thực thể mối liên kết và các thể mở rộng của mô hình này,Develop a relational schema from a conceptual schema which is designed using the entity relationship model and its extended versions
CO2013,L.O.2.3,Xác định được các phụ thuộc hàm của một quan hệ và xác định được khóa của một quan hệ với một tập phụ thuộc hàm cho trước,Identify functional dependencies of a relation and define a key of a relation with given functional dependencies
CO2013,L.O.2.4,"Xác định được dạng chuẩn (1NF, 2NF, 3NF, BCNF) của một quan hệ dựa trên khóa chính và tập phụ thuộc hàm cho trước","Determine a normal form (1NF, 2NF, 3NF, BCNF) of a relation based on its given primary key and functional dependencies"
CO2013,L.O.3.1,"Viết được các câu lệnh định nghĩa và thao tác (truy vấn, thêm mới, xóa, và cập nhật) dữ liệu cũng như các thủ tục/hàm/trigger xử lý với ngôn ngữ SQL","Write data definition and manipulation (query, insertion, deletion, and update) statements as well as procedures/functions/triggers for data processing in SQL"
CO2013,L.O.3.2,"Cài đặt và cấu hình được một hệ quản trị cơ sở dữ liệu sẵn có như MySQL, Oracle, và MS SQL Server","Install and configure an existing database management system such as MySQL, Oracle, and MS SQL Server"
CO2013,L.O.3.3,Hiện thực và quản lý cơ sở dữ liệu cho các ứng dụng cơ sở dữ liệu trên nền tảng một hệ quản trị cơ sở dữ liệu sẵn có,Implement and manage databases for database applications on top of an existing database management system
CO2013,L.O.3.4,Sử dụng các kỹ thuật bảo mật cơ bản như phân quyền và quản lý người dùng trên nền tảng một hệ quản trị cơ sở dữ liệu sẵn có,Use basic security techniques such as authorization and user management on an existing database management system
CO2013,L.O.4.1,Giải thích được các đặc điểm phân biệt hướng tiếp cận cơ sở dữ liệu với hướng tiếp cận xử lý tập tin,Explain the characteristics that distinguish the database approach from the approach of programming with data files
CO2013,L.O.4.2,Giải thích được khái niệm độc lập dữ liệu và sự quan trọng của độc lập dữ liệu trong hệ cơ sở dữ liệu,Explain the concept of data independence and its importance in a database system
CO2013,L.O.4.3,"Đánh giá sự phù hợp và hiệu quả của cách tiếp cận cơ sở dữ liệu, các mô hình dữ liệu và hệ quản trị cơ sở dữ liệu cho các ứng dụng trong một hệ thống thông tin","Evaluate appropriateness and effectiveness of database approaches, data models and database management systems for developing applications in an information system"
CO2039,L.O.1.1,"Trình bày được tính bao đóng, thừa kế, đa xạ","Understand knowledges of closure, inheritance, polymorphims"
CO2039,L.O.1.2,Nắm được khái niệm pure funtion,Understand knowledge of pure functions
CO2039,L.O.1.3,Sự khác nhau giữa OOP và FP,The differences between OOP and FP
CO2039,L.O.2.1,Thiết kế một chương trình bằng các lớp theo kỹ thuật OOP,Design a program using OOP classes
CO2039,L.O.2.2,Hiện thực một chương trình OOP từ bản thiết kế đúng chuẩn,Implement an OOP program from a proper design
CO2039,L.O.3.1,Thiết kế một chương trình bằng các pure function,Design a program using pure functions
CO2039,L.O.3.2,Hiện thực được chương trình theo hướng chức năng từ bản thiết kế,Implement an FP program from the design
CO2039,L.O.4.1,Hiểu được Lập trình sắp xêp dữ liệu,Data wrangling
CO2039,L.O.4.2,Hiểu được Lập trình các hợp đồng thông minh,Smart contracts
CO2039,L.O.4.3,Nắm được IDE phù hợp để lập trình FP,Use IDEs to programing FP programs
CO2017,L.O.1.1,Định nghĩa được các chức năng và cấu trúc của một hệ điều hành hiện đại theo nhu cầu cụ thể nào đó,Define functionality and structures that a modern operating system must deliver to meet a particular need.
CO2017,L.O.1.2,Giải thích bộ nhớ ảo và hiện thực cả về phần cứng lẫn phần mềm.,Explain virtual memory and its realization in hardware and software.
CO2017,L.O.2.1,So sánh và làm nổi bật các giải thuật thông dụng để định thời công việc trong hệ điều hành,Compare and contrast common algorithms used for both preemptive and non-preemptive scheduling of tasks in operating systems.
CO2017,L.O.2.2,"So sánh và làm nổi bật các giải pháp khác nhau về tổ chức hệ thống tập tin, đưa ra được các ưu / khuyết điểm của mỗi giải pháp","Compare and contrast different approaches to file organization, recognizing the strengths and weaknesses of each."
CO2017,L.O.3.1,So sánh và làm nổi bật các phương pháp đồng bộ quá trình,Compare and contrast different methods for process synchronization.
CO3001,L.O.1.1,Hiểu được nguyên lý và khái niệm,Understand principles and concepts of software engineering
CO3001,L.O.1.2,Hiểu được phương pháp và kỹ thuật,Understand methods and techniques of software engineering
CO3001,L.O.2.1,Phân tích yêu cầu phần mềm,Requirements elicitation
CO3001,L.O.2.2,Thiết kế kiến trúc phần mềm,Architectural design
CO3001,L.O.3.1,Thiết kế chi tiết phần mềm,Detailed design
CO3001,L.O.3.2,Viết mã theo quy ước,Coding
CO3001,L.O.3.3,Lên kịch bản kiểm thử,Testing
CO3001,L.O.4.1,Lược đồ các trường hợp sử dụng,UML use-case diagram
CO3001,L.O.4.2,Lược đồ trình tự,UML sequence diagram
CO3001,L.O.4.3,Lược đồ lớp,UML class diagram
CO3001,L.O.4.4,Lược đồ hoạt động hoặc lược đồ trạng thái,UML acitivity diagram (or UML statechart diagram)
CO3005,L.O.1.1,Viết được đặc tả từ vựng (sử dụng biểu thức chính quy) của một ngôn ngữ lập trình đơn giản,Write lexical specification (using regular expression) of a simple programming language
CO3005,L.O.1.2,Viết được đặc tả cú pháp (sử dụng BNF) của một ngôn ngữ lập trình đơn giản.,Write syntax specification (using BNF) of a simple programming language
CO3005,L.O.2.1,"Giải thích được cơ chế của tầm vực, môi trường tham chiếu, các kiểu dữ liệu, điều khiển tuần tự và điều khiển dữ liệu","Explain the mechanisms of scope, reference environment, data types, sequence control and data control"
CO3005,L.O.3.1,"Viết được một vài thành phần của một trình biên dịch/thông dịch, ví dụ như sinh mã trung gian, kiểm tra tĩnh, hoặc sinh mã đích","Write some components of an interpreter/compiler such as intermediate code generation, static checker, or target code generation"
CO3093,L.O.1.1,"Giải thích được các tầng trong mô hình OSI, mô hình TCP/IP, và các tầng được sử dụng trong thực tế của mạng Internet","Explain different layers of OSI reference model, TCP/IP model and the Internet layer architecture"
CO3093,L.O.1.2,Mô tả được các thành phần cơ bản của mạng Internet,Identify different components of the Internet
CO3093,L.O.2.1,Giải thích được nguyên lý hoạt động chung của các ứng dụng mạng,Explain the common operating principles of Internet applications
CO3093,L.O.2.2,"Giải thích được nguyên lý hoạt động của các ứng dụng phổ biến như Web (HTTP), Email (SMTP), DNS, các ứng dụng P2P, video streaming và mạng CDN","Explain the operating principles of the Web (HTTP), Email (SMTP), DNS, and P2P applications, video streaming and CDN networks"
CO3093,L.O.3.1,"Giải thích được nguyên lý hoạt động của các giao thức TCP và UDP, phân tích và đánh giá được ưu và nhược điểm của từng giao thức","Explain the principles of TCP and UDP, analyze and evaluate the advantages and disadvantages of each protocol"
CO3093,L.O.3.2,Thiết kế và triển khai được các ứng dụng phân bố đơn giản sử dụng các giao thức TCP hoặc UDP trên mạng máy tính,Design and implement simple distributed applications using TCP or UDP running on computer networks
CO3093,L.O.4.1,"Giải thích được nguyên lý hoạt động của các giao thức định tuyến như Distance Vector Routing, Link State Routing",Explain operating pricinples of distance vector and link state routing protocols
CO3093,L.O.4.2,Nhận biết và giải thích được các giao thức định tuyến được sử dụng trên môi trường Internet,Identify and explain common routing protocols used in the Internet
CO3093,L.O.5.1,Giải thích được nguyên lý hoạt động của giao thức Ethernet và ARP,Explain operating principles of Ethernet and ARP protocols
CO3093,L.O.5.2,Giải thích được cơ chế hoạt động của mạng không dây 802.11 (Wifi),Explain operating principles of Wireless networks 802.11 (Wifi)
CO3093,L.O.5.3,Giải thích được cơ chế hoạt động của Switch và các giao thức liên quan,Explain operating principles of Switches and related protocols
CO3093,L.O.6.1,"Giải thích được các hình thức tấn công, mối đe dọa và tổn hại trên mạng máy tính",Explain various threads and forms of attacks to computer networks
CO3093,L.O.6.2,Giải thích được các cơ chế bảo mật dữ liệu khi truyền tải qua mạng máy tính,Explain security meastures that can be applied to protect data transferred over computer networks
CO3011,L.O.1.1,Mô tả được các yếu tố của một dự án phần mềm,Describe the elements of a software project
CO3011,L.O.1.2,Phát biểu được các nội dung cần quản lý trong một dự án phần mềm,State the contents to be managed in a part project
CO3011,L.O.2.1,Sử dụng được công cụ quản lý phần mềm,Use software management tools
CO3011,L.O.2.2,Phân tích được kết quả do công cụ đưa ra,Analyze the results given by the tool
CO3011,L.O.3,Giao tiếp hiệu quả trong nhóm,Team working skill
CO3013,L.O.1.1,Giải thích được các nguyên lý khi xây dựng phần đầu của chương trình dịch,Explain the principles when building the first part of the translation program
CO3013,L.O.1.2,Giải thích được các nguyên lý khi xây dựng phần sau của chương trình dịch,Explain the principles when building the following part of the translation program
CO3013,L.O.1.3,Nhận biết được ứng dụng của chương trình dịch trong lĩnh vực khoa học máy tính,Recognize the application of translation programs in the field of computer science
CO3013,L.O.2.1,"Viết bộ phân tích từ vựng, cú pháp, xử lý ngữ nghĩa và sinh mã","Write a lexical analyzer, syntax, semantic processor, and code generator"
CO3013,L.O.2.2,Viết được đặc tả hình thức từ vựng và cú pháp của một ngôn ngữ,Write a specification of the lexical and syntactic form of a language
CO3013,L.O.3,Cẩn thận khi xây dựng một phần mềm,Be careful when building a software
CO3015,L.O.1.1,Mô tả được vai trò và tầm quan trọng của kiểm thử phần mềm,Explain the roles and importance of software testing
CO3015,L.O.1.2,Mô tả được các dạng và mức kiểm thử phần mềm,Explain the software testing types and levels
CO3015,L.O.1.3,Mô tả được quy trình kiểm thử phần mềm,Explain the software testing processes and planning
CO3015,L.O.2.1,Sử dụng được kỹ thuật thanh tra phần mềm dựa trên danh mục,Use the checklist-based technique in software technical review
CO3015,L.O.2.2,Sử dụng được kỹ thuật kiểm thử hộp trắng,Use the white-box testing technique to test the software
CO3015,L.O.2.3,Sử dụng được kỹ thuật kiểm thử hộp đen,Use the back-box testing technique to test the software
CO3015,L.O.3.1,Hiểu được quá trình phát triển phần mềm dựa trên kiểm thử,Understand test-driven development process
CO3015,L.O.3.2,Hiểu được kiểm thử tự động,Understand the automating testing
CO3017,L.O.1.1,Phân biệt được nguyên lý mẫu thiết kế phần mềm,Be able to differentiate between design principles and design patterns
CO3017,L.O.1.2,Giải thích được tính kết dính và phụ thuộc chồng chéo,Be able to explain the notion of high cohesion & low coupling
CO3017,L.O.2.1,Ảnh hưởng của các mẫu kiến trúc đối với việc ra quyết định thiết kế,Architecture patterns on architecture design desicion
CO3017,L.O.2.2,Thứ tự thiết lập các góc nhìn kiến trúc,Know-how in establishing architecture views
CO3017,L.O.3.1,Góc nhìn mô đun,Module view
CO3017,L.O.3.2,Góc nhìn CC,CC view
CO3017,L.O.4.1,SOLID,SOLID
CO3017,L.O.4.2,Mẫu thiết kế hướng đối tượng.,Object-oriented design patterns
CO3021,L.O.1.1,Phát biểu định nghĩa và các chức năng của một hệ quản trị cơ sở dữ liệu.,State a definition and capabilities of a database management system.
CO3021,L.O.1.2,Chỉ ra các thành phần chức năng cơ bản trong một hệ quản trị cơ sở dữ liệu.,Indicate several typical components of a database management system.
CO3021,L.O.2.1,Thao tác các tiện ích về tổ chức lưu trữ vật lý và các cấu trúc tập tin.,Manipulate the facilities for disk storage and file structures.
CO3021,L.O.2.2,Sử dụng các cấu trúc chỉ mục trong các ứng dụng thực tiễn.,Use some typical index structures in practical applications.
CO3021,L.O.3.1,"Diễn tả các bước trong quá trình xử lý và tối ưu truy vấn với các dạng câu truy vấn tiêu biểu như chọn, chiếu, kết, ...","Illustrate the typical steps when processing and optimizing a high-level query for selection, projection, and join."
CO3021,L.O.3.2,"Thực hiện tối ưu truy vấn dựa vào quá trình tối ưu truy vấn phổ biến cho các dạng câu truy vấn tiêu biểu như chọn, chiếu, kết, ....",Produce a query plan of a typical high-level query for selection and join using a popular query optimizer.
CO3021,L.O.4.1,Thao tác với giao tác và lịch biểu.,Manipulate transactions and their schedules.
CO3021,L.O.4.2,Sử dụng các kỹ thuật điều khiển tương tranh để xử lý dữ liệu trong môi trường đa người dùng đồng thời.,Use concurrency control techniques to manage data in a concurrent multi-user environment.
CO3021,L.O.4.3,Sử dụng các kỹ thuật điều khiển tương tranh để xử lý dữ liệu trong môi trường đa người dùng đồng thời.,Use database recovery techniques to manage data when there is a system crash.
CO3023,L.O.1,"Nắm được các khái niệm cơ bản, cách xây dựng và đánh giá các hệ cơ sở dữ liệu phân tán.","Understand basic concepts, methods to develop and evaluate distributed databases"
CO3023,L.O.2,Nắm được các vấn đề và thách thức phải đối mặt trong thiết kế hệ thống cơ sở dữ liệu phân tán Hiểu rõ các nguyên tắc cơ bản và kiến trúc của các hệ thống cơ sở dữ liệu phân tán.,Capture faced issues and challenges while designing distributed database systems. Understand fundamental principles and architecture of distributed database systems.
CO3023,L.O.3.1,Nắm vững các chiến lược lựa chọn kế hoạch thực hiện truy vấn được tối ưu hoá cho các truy vấn dữ liệu phân tán.,Develop the understanding of choosing the optimized query execution plan for distributed queries
CO3023,L.O.3.2,"Giải thích các kỹ thuật được sử dụng để phân mảnh dữ liệu, sao chép dữ liệu và phân bổ trong quá trình thiết kế cơ sở dữ liệu phân tán.","Explain the techniques used for data fragmentation, replication, and allocation during the distributed database design process."
CO3023,L.O.3.3,Đánh giá các chiến lược đơn giản cho việc thực thi truy vấn phân tán để từ đó lựa chọn chiến lược thực thi giảm thiểu chi phí truyền dữ liệu.,Evaluate simple strategies for executing a distributed query to select the strategy that minimizes the amount of data transfer.
CO3023,L.O.3.4,"Nắm vững các vấn đề, kỹ thuật về quản lý giao tác phân tán và điều khiển đồng thời, sao lưu và phục hồi dữ liệu.",Have a broad picture of distributed transaction management and concurrency Control and distributed DBMS reliability and replication techniques.
CO3023,L.O.4.1,"Xác định và mô tả các thành phần, đặc điểm của mô hình dữ liệu hướng đối tượng.",Identify and describe the components and characteristics of the object-oriented data model.
CO3023,L.O.4.2,"Hiểu được mô hình dữ liệu hướng đối tượng, ngôn ngữ định nghĩa và truy vấn đối tượng.","Use the structural part of the object data model; Use Object Definition Language, Use Object Query Language."
CO3027,L.O.1.1,Trình bày được sự khác nhau về luật pháp giữa thương mại truyền thống và Thương Mại Điện Tử,Describe the legal differences between traditional and electronic commerce
